method,churn,N_visitor,N_native,W_eff,seed,visit,efficiency,util_v,util_n,collision_rate,tau0_mean
warm_nv,0.0,10,0,50,42,39,0.9836065573770492,0.4029999999999999,0.0,0.345813492063492,0.17521830616888892
warm_nv,0.0,10,0,50,42,40,0.8382352941176471,0.38200000000000006,0.0,0.37285533910533913,0.1605784168888889
warm_nv,0.0,10,0,50,42,41,0.821917808219178,0.418,0.0,0.3228823953823954,0.1567495786666667
warm_nv,0.0,10,0,50,42,42,0.6710526315789473,0.3339999999999999,0.0,0.43945207570207573,0.1553564586962963
warm_nv,0.0,10,0,50,42,43,0.7123287671232876,0.37299999999999994,0.0,0.3940313852813852,0.1541285622222222
warm_nv,0.0,10,0,50,42,44,0.7721518987341772,0.42200000000000004,0.0,0.3639819902319902,0.16232123647407407
warm_nv,0.0,10,0,50,42,45,0.6419753086419753,0.4000000000000001,0.0,0.3824206349206349,0.16726597888
warm_nv,0.0,10,0,50,42,46,0.8285714285714286,0.40099999999999997,0.0,0.369788961038961,0.1656252232888889
warm_nv,0.0,10,0,50,42,47,0.6153846153846154,0.32700000000000007,0.0,0.4348358585858586,0.19032344768
warm_nv,0.0,10,0,50,42,48,0.890625,0.3759999999999999,0.0,0.4041883116883117,0.18713916928
warm_nv,0.0,10,0,50,42,49,0.9014084507042254,0.43499999999999994,0.0,0.33283730158730157,0.1687802461866667
